# minichess opening book export
# format_version	1
# store	book
# db_schema_version	2
# eval_version	1
# rows	92678
# sorted by (fen, rank); no timestamp, so an unchanged book re-exports identically
# fen	ply	rank	move	score	depth	eval_version
2b2k/5p/6/6/P3r1/KNN3[br] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	1	1
2b2k/5p/6/6/P3rN/K1N3[br] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	2	1
2b2k/5p/6/6/P4N/1K1Br1[Nr] b	11	1	('drop', 'bR'  , (4, 3))	-1385	10	1
2b2k/5p/6/6/P5/1KNBr1[Nr] b	9	1	((5, 4), (5, 3), None)	-2434	10	1
2b2k/5p/6/6/P5/K1N1r1[NRb] b	11	1	((5, 4), (5, 2), None)	-1168	10	1
2b2k/5p/6/6/P5/K1NBr1[Nr] b	9	1	((5, 4), (5, 3), None)	-3457	10	1
2b2k/5p/6/6/P5/KBN1r1[Nr] b	9	1	((5, 4), (5, 2), None)	-1830	10	1
2b2k/5p/6/6/P5/KBN1r1[Nr] w	10	1	((5, 2), (3, 3), None)	-812	6	1
2b2k/5p/6/6/P5/KBN1r1[Nr] w	10	2	((5, 0), (4, 1), None)	-817	6	1
2b2k/5p/6/6/P5/KBN1r1[Nr] w	10	3	((5, 1), (1, 5), None)	-840	6	1
2b2k/5p/6/6/P5/KBN1r1[Nr] w	10	4	('drop', 'wN'  , (3, 3))	-975	6	1
2b2k/5p/6/6/P5/KBN1r1[Nr] w	10	5	((5, 2), (4, 4), None)	-995	6	1
2b2k/5p/6/6/P5/KBN1r1[Nr] w	10	6	((5, 2), (3, 1), None)	-998	6	1
2b2k/5p/6/6/P5/KBNrr1[N] b	11	1	((5, 3), (5, 2), None)	-1000000	9	1
2b2k/5p/6/6/P5/KN1Br1[Nr] w	10	1	((5, 3), (4, 2), None)	-742	6	1
2b2k/5p/6/6/P5/KN1Br1[Nr] w	10	2	((5, 3), (3, 1), None)	-812	6	1
2b2k/5p/6/6/P5/KN1Br1[Nr] w	10	3	('drop', 'wN'  , (2, 3))	-1145	6	1
2b2k/5p/6/6/P5/KN1Br1[Nr] w	10	4	('drop', 'wN'  , (2, 1))	-1145	6	1
2b2k/5p/6/6/P5/KN1Br1[Nr] w	10	5	('drop', 'wN'  , (3, 2))	-1197	6	1
2b2k/5p/6/6/P5/KN1Br1[Nr] w	10	6	((5, 1), (3, 2), None)	-1214	6	1
2b2k/5p/6/6/P5/KR1Br1[Nn] b	11	1	('drop', 'bN'  , (3, 2))	-436	10	1
2b2k/5p/6/6/P5/KnN1rB[r] b	9	1	((5, 4), (5, 2), None)	-1000000	7	1
2b2k/5p/6/6/P5/NK1Br1[Nr] b	9	1	((5, 4), (5, 3), None)	-3582	10	1
2b2k/5p/6/6/PK1N1r/1B2r1[N] b	11	1	((4, 5), (4, 3), None)	-1635	10	1
2b2k/5p/6/6/PK1R2/2NBr1[N] w	10	1	((5, 2), (3, 3), None)	1858	10	1
2b2k/5p/6/6/PK2N1/1BNrr1[] b	11	1	((5, 3), (4, 3), None)	-1265	10	1
2b2k/5p/6/6/PK2N1/4r1[NRb] b	11	1	((5, 4), (4, 4), None)	-1402	10	1
2b2k/5p/6/6/PK4/1BN1r1[Nr] b	9	1	('drop', 'bR'  , (5, 3))	-776	10	1
2b2k/5p/6/6/PK4/1BNrr1[N] w	10	1	('drop', 'wN'  , (3, 1))	-701	6	1
2b2k/5p/6/6/PK4/1BNrr1[N] w	10	2	((5, 1), (1, 5), None)	-799	6	1
2b2k/5p/6/6/PK4/1BNrr1[N] w	10	3	('drop', 'wN'  , (3, 3))	-827	6	1
2b2k/5p/6/6/PK4/1BNrr1[N] w	10	4	('drop', 'wN'  , (4, 2))	-909	6	1
2b2k/5p/6/6/PK4/1BNrr1[N] w	10	5	((4, 0), (3, 0), None)	-1184	6	1
2b2k/5p/6/6/PK4/1BNrr1[N] w	10	6	((5, 1), (3, 3), None)	-1189	6	1
2b2k/5p/6/6/PK4/1R1Br1[Nn] b	9	1	((0, 2), (2, 4), None)	-816	10	1
2b2k/5p/6/6/PK4/1nNBr1[r] b	9	1	((5, 4), (5, 3), None)	-1000000	9	1
2b2k/5p/6/6/PKB1N1/1n2r1[r] b	9	1	('drop', 'bR'  , (2, 1))	-1000000	9	1
2b2k/5p/6/6/PKB1r1/1nN3[r] b	11	1	('drop', 'bR'  , (0, 1))	-1000000	10	1
2b2k/5p/6/6/PKB3/2N1r1[Nr] b	11	1	((0, 2), (2, 4), None)	-725	10	1
2b2k/5p/6/6/PKB3/2N1rr[N] b	11	1	((5, 4), (5, 2), None)	-1415	10	1
2b2k/5p/6/6/PKB3/4n1[Rnr] b	11	1	('drop', 'bR'  , (4, 3))	-2141	10	1
2b2k/5p/6/6/PKBn2/1RN1r1[] b	7	1	((4, 3), (5, 1), None)	-793	10	1
2b2k/5p/6/6/PKN1r1/1R4[Nb] w	10	1	((5, 1), (5, 2), None)	-448	6	1
2b2k/5p/6/6/PKN1r1/1R4[Nb] w	10	2	((5, 1), (5, 5), None)	-598	6	1
2b2k/5p/6/6/PKN1r1/1R4[Nb] w	10	3	((5, 1), (5, 4), None)	-604	6	1
2b2k/5p/6/6/PKN1r1/1R4[Nb] w	10	4	('drop', 'wN'  , (3, 2))	-628	6	1
2b2k/5p/6/6/PKN1r1/1R4[Nb] w	10	5	('drop', 'wN'  , (2, 3))	-677	6	1
2b2k/5p/6/6/PKN1r1/1R4[Nb] w	10	6	((5, 1), (5, 3), None)	-704	6	1
2b2k/5p/6/6/PKN1r1/2R3[Nb] b	11	1	((0, 2), (2, 4), None)	-871	10	1
2b2k/5p/6/6/PKN1r1/3R2[Nb] b	11	1	((0, 2), (2, 4), None)	-538	10	1
2b2k/5p/6/6/PKN1r1/4R1[Nb] b	11	1	((4, 4), (4, 3), None)	-374	10	1
2b2k/5p/6/6/PKN1r1/5R[Nb] b	11	1	((0, 2), (2, 4), None)	-628	10	1
2b2k/5p/6/6/PKN3/1BNrr1[] b	11	1	((5, 3), (5, 2), None)	-1082	10	1
2b2k/5p/6/6/PKR3/6[NRnb] b	11	1	((0, 2), (1, 3), None)	357	6	1
2b2k/5p/6/6/PKR3/6[NRnb] b	11	2	('drop', 'bB'  , (2, 3))	462	6	1
2b2k/5p/6/6/PKR3/6[NRnb] b	11	3	((0, 2), (2, 4), None)	480	6	1
2b2k/5p/6/6/PKR3/6[NRnb] b	11	4	('drop', 'bB'  , (1, 4))	496	6	1
2b2k/5p/6/6/PKR3/6[NRnb] b	11	5	((0, 2), (3, 5), None)	543	6	1
2b2k/5p/6/6/PKR3/6[NRnb] b	11	6	('drop', 'bN'  , (3, 3))	812	6	1
2b2k/5p/6/6/PN2r1/K1N3[br] b	9	1	('drop', 'bR'  , (5, 5))	-1000000	5	1
2b2k/5p/6/6/PN2r1/KB3r[N] w	10	1	('drop', 'wN'  , (3, 2))	-470	6	1
2b2k/5p/6/6/PN2r1/KB3r[N] w	10	2	((4, 1), (3, 3), None)	-612	6	1
2b2k/5p/6/6/PN2r1/KB3r[N] w	10	3	((4, 1), (2, 2), None)	-668	6	1
2b2k/5p/6/6/PN2r1/KB3r[N] w	10	4	('drop', 'wN'  , (3, 3))	-832	6	1
2b2k/5p/6/6/PN2r1/KB3r[N] w	10	5	('drop', 'wN'  , (3, 0))	-927	6	1
2b2k/5p/6/6/PN2r1/KB3r[N] w	10	6	((4, 0), (3, 0), None)	-965	6	1
2b2k/5p/6/6/PN2r1/KB4[Nr] b	9	1	('drop', 'bR'  , (5, 5))	-932	10	1
2b2k/5p/6/6/PNB1r1/1K4[Nr] b	9	1	('drop', 'bR'  , (4, 3))	-1270	10	1
2b2k/5p/6/6/PNr3/1KN3[br] b	11	1	((0, 2), (2, 4), None)	-1000000	7	1
2b2k/5p/6/6/PR2r1/K1NB2[N] w	6	1	((4, 1), (4, 4), None)	1000000	7	1
2b2k/5p/6/6/PR3N/K2Br1[n] b	11	1	((0, 2), (1, 3), None)	-495	10	1
2b2k/5p/6/6/PR4/K1NBr1[N] w	6	1	((4, 1), (0, 1), None)	1052	10	1
2b2k/5p/6/6/PR4/K2Br1[Nn] b	9	1	((5, 4), (5, 3), None)	-1000000	6	1
2b2k/5p/6/6/PR4/K2Br1[Nn] w	10	1	((4, 1), (4, 3), None)	-197	6	1
2b2k/5p/6/6/PR4/K2Br1[Nn] w	10	2	('drop', 'wN'  , (3, 2))	-414	6	1
2b2k/5p/6/6/PR4/K2Br1[Nn] w	10	3	('drop', 'wN'  , (4, 5))	-415	6	1
2b2k/5p/6/6/PR4/K2Br1[Nn] w	10	4	((4, 1), (5, 1), None)	-590	6	1
2b2k/5p/6/6/PR4/K2Br1[Nn] w	10	5	('drop', 'wN'  , (3, 4))	-1055	6	1
2b2k/5p/6/6/PR4/K2Br1[Nn] w	10	6	('drop', 'wN'  , (1, 3))	-1279	6	1
2b2k/5p/6/6/PRn1r1/2K1N1[b] b	11	1	((4, 4), (5, 4), None)	-1993	10	1
2b2k/5p/6/6/Pn2B1/KR2r1[n] b	9	1	((5, 4), (4, 4), None)	-1000000	9	1
2b2k/5p/6/6/Pn2N1/K5[Brr] b	11	1	((4, 1), (2, 0), None)	-2688	10	1
2b2k/5p/6/6/Pn2r1/KB2N1[r] b	9	1	('drop', 'bR'  , (5, 2))	-1000000	9	1
2b2k/5p/6/6/Pn2r1/KBN3[r] b	9	1	((4, 4), (4, 5), None)	-2779	10	1
2b2k/5p/6/6/Pn2rN/KB4[r] b	9	1	((4, 4), (4, 5), None)	-1000000	8	1
2b2k/5p/6/6/Pn4/K1RBr1[n] b	9	1	('drop', 'bN'  , (2, 2))	-2503	10	1
2b2k/5p/6/6/Pn4/KB4[Rnr] b	11	1	((4, 1), (2, 2), None)	-1043	10	1
2b2k/5p/6/6/Pn4/KN4[Brr] b	11	1	((4, 1), (3, 3), None)	-2273	10	1
2b2k/5p/6/6/PnB1r1/1K2N1[r] b	9	1	((4, 1), (2, 2), None)	-1000000	8	1
2b2k/5p/6/6/PnB1r1/1KN3[r] b	9	1	((4, 4), (4, 5), None)	-1447	10	1
2b2k/5p/6/6/PnB1rN/1K4[r] b	9	1	('drop', 'bR'  , (3, 2))	-1000000	10	1
2b2k/5p/6/6/PnB3/1K4[Rnr] b	11	1	((4, 1), (2, 2), None)	-1814	10	1
2b2k/5p/6/6/PnB3/KR2r1[n] b	9	1	((5, 4), (5, 1), None)	-936	10	1
2b2k/5p/6/6/R2pB1/K1N1r1[N] b	9	1	((4, 3), (5, 2), 'r')	-3067	10	1
2b2k/5p/6/K1n3/P1B3/1RN1r1[] b	11	1	((3, 2), (5, 1), None)	-1553	10	1
2b2k/5p/6/K1n3/P5/1RNBr1[] b	11	1	((3, 2), (5, 1), None)	-3799	10	1
2b2k/5p/6/K2B2/1R4/2r3[Npn] b	11	1	((5, 2), (3, 2), None)	-1047	10	1
2b2k/5p/6/K2N2/2Bp2/1RN2r[] b	11	1	((4, 3), (5, 2), 'r')	-183	10	1
2b2k/5p/6/K2N2/B2p2/1RN2r[] b	11	1	((5, 5), (3, 5), None)	-336	10	1
2b2k/5p/6/K2N2/P1Bnr1/1R4[] b	9	1	((4, 3), (5, 1), None)	-1017	10	1
2b2k/5p/6/K2N2/P3r1/1B4[Nr] b	11	1	('drop', 'bR'  , (0, 0))	-1030	10	1
2b2k/5p/6/K2N2/P5/1BN1r1[r] b	11	1	((5, 4), (5, 5), None)	-1124	10	1
2b2k/5p/6/K5/2B3/1Rr~Nr1[n] b	11	1	((5, 2), (4, 2), None)	-1000000	9	1
2b2k/5p/6/K5/2Bp2/1RN1r1[N] b	9	1	((4, 3), (5, 2), 'r')	-1464	10	1
2b2k/5p/6/K5/3p2/1RNBr1[N] b	9	1	((5, 4), (5, 3), None)	-1726	10	1
2b2k/5p/6/K5/B2p2/1RN1r1[N] b	9	1	((4, 3), (5, 2), 'r')	-1233	10	1
2b2k/5p/6/K5/B5/1Rr~Nr1[n] b	11	1	((5, 2), (5, 3), None)	-2953	10	1
2b2k/5p/6/K5/P1Bn2/1RN1r1[] b	7	1	((4, 3), (5, 1), None)	-1624	10	1
2b2k/5p/6/K5/P1r2N/2R3[Nb] b	11	1	((4, 2), (5, 2), None)	-1000000	10	1
2b2k/5p/6/K5/P1r3/2NN2[br] b	11	1	('drop', 'bR'  , (0, 0))	-1000000	3	1
2b2k/5p/6/K5/P1r3/R1N3[Nb] b	11	1	('drop', 'bB'  , (4, 1))	-974	10	1
2b2k/5p/6/K5/P3N1/1BN1r1[r] b	11	1	((0, 2), (1, 1), None)	-1445	10	1
2b2k/5p/6/K5/P5/1BN1r1[Nr] w	10	1	((3, 0), (4, 1), None)	-817	6	1
2b2k/5p/6/K5/P5/1BN1r1[Nr] w	10	2	((5, 1), (1, 5), None)	-852	6	1
2b2k/5p/6/K5/P5/1BN1r1[Nr] w	10	3	('drop', 'wN'  , (3, 1))	-963	6	1
2b2k/5p/6/K5/P5/1BN1r1[Nr] w	10	4	('drop', 'wN'  , (3, 3))	-1135	6	1
2b2k/5p/6/K5/P5/1BN1r1[Nr] w	10	5	('drop', 'wN'  , (4, 4))	-1271	6	1
2b2k/5p/6/K5/P5/1BN1r1[Nr] w	10	6	('drop', 'wN'  , (2, 3))	-1399	6	1
2b2k/5p/6/KB1N2/3p2/1R2r1[N] b	9	1	((5, 4), (5, 1), None)	-1615	10	1
2b2k/5p/6/KB1N2/3p2/1RN1r1[] b	9	1	((5, 4), (5, 5), None)	-225	10	1
2b2k/5p/6/KB1N2/3p2/1RN2r[] w	10	1	((3, 1), (4, 0), None)	-207	6	1
2b2k/5p/6/KB1N2/3p2/1RN2r[] w	10	2	((3, 0), (2, 1), None)	-212	6	1
2b2k/5p/6/KB1N2/3p2/1RN2r[] w	10	3	((3, 1), (4, 2), None)	-267	6	1
2b2k/5p/6/KB1N2/3p2/1RN2r[] w	10	4	((3, 1), (2, 2), None)	-274	6	1
2b2k/5p/6/KB1N2/3p2/1RN2r[] w	10	5	((3, 0), (4, 0), None)	-673	6	1
2b2k/5p/6/KB1N2/3p2/1RN2r[] w	10	6	((3, 1), (2, 0), None)	-734	6	1
2b2k/5p/6/KB1N2/3p2/R1N2r[] b	11	1	((4, 3), (5, 3), 'r')	-139	10	1
2b2k/5p/6/KB1N2/P2r2/2N3[r] b	11	1	((0, 2), (1, 1), None)	-1128	10	1
2b2k/5p/6/KB2N1/3p2/1RN1r1[] b	9	1	((4, 3), (5, 2), 'r')	-1638	10	1
2b2k/5p/6/KB2r1/N2p2/1RN3[] w	10	1	((4, 0), (2, 1), None)	-338	6	1
2b2k/5p/6/KB2r1/N2p2/1RN3[] w	10	2	((3, 0), (4, 1), None)	-358	6	1
2b2k/5p/6/KB2r1/N2p2/1RN3[] w	10	3	((3, 0), (2, 1), None)	-364	6	1
2b2k/5p/6/KB2r1/N2p2/1RN3[] w	10	4	((5, 1), (4, 1), None)	-510	6	1
2b2k/5p/6/KB2r1/N2p2/1RN3[] w	10	5	((5, 2), (4, 4), None)	-823	6	1
2b2k/5p/6/KB2r1/N2p2/1RN3[] w	10	6	((5, 1), (5, 0), None)	-896	6	1
2b2k/5p/6/KB2r1/N2p2/R1N3[] b	11	1	((0, 2), (1, 3), None)	-796	10	1
2b2k/5p/6/KB2r1/N2pN1/1R4[] b	11	1	((3, 4), (4, 4), None)	-862	10	1
2b2k/5p/6/KB2r1/NR1p2/2N3[] b	11	1	((4, 3), (5, 3), 'b')	-382	10	1
2b2k/5p/6/KB3N/3p2/1RN1r1[] b	9	1	((0, 2), (3, 5), None)	-2174	10	1
2b2k/5p/6/KB4/1N1p2/1RN1r1[] b	9	1	((4, 3), (5, 2), 'r')	-1218	10	1
2b2k/5p/6/KB4/1R1p2/2N1r1[N] b	9	1	((4, 3), (5, 2), 'b')	-1689	10	1
2b2k/5p/6/KB4/1R4/2r~Nr1[n] b	11	1	((5, 2), (5, 3), None)	-2378	10	1
2b2k/5p/6/KB4/2Np2/1RN1r1[] b	9	1	((5, 4), (5, 2), None)	-1373	10	1
2b2k/5p/6/KB4/3p1N/1RN1r1[] b	9	1	((4, 3), (5, 2), 'r')	-1218	10	1
2b2k/5p/6/KB4/3p2/1RN1rN[] b	9	1	((5, 4), (5, 5), None)	-2360	10	1
2b2k/5p/6/KB4/3p2/1RNNr1[] b	9	1	((4, 3), (5, 2), 'r')	-90	10	1
2b2k/5p/6/KB4/3p2/NRN1r1[] b	9	1	((4, 3), (5, 2), 'r')	-1705	10	1
2b2k/5p/6/KB4/3p2/R1N1r1[N] b	9	1	((4, 3), (5, 2), 'r')	-1218	10	1
2b2k/5p/6/KB4/3pN1/1R2r1[N] b	9	1	((5, 4), (5, 1), None)	-1402	10	1
2b2k/5p/6/KB4/3pN1/1RN1r1[] b	9	1	((0, 2), (2, 4), None)	-584	10	1
2b2k/5p/6/KB4/6/1RN1r1[Np] b	7	1	('drop', 'bP'  , (4, 3))	-285	10	1
2b2k/5p/6/KB4/6/1Rr~Nr1[n] w	10	1	((5, 1), (5, 2), None)	-330	6	1
2b2k/5p/6/KB4/6/1Rr~Nr1[n] w	10	2	((5, 1), (4, 1), None)	-2206	6	1
2b2k/5p/6/KB4/6/1Rr~Nr1[n] w	10	3	((3, 0), (4, 0), None)	-2328	6	1
2b2k/5p/6/KB4/6/1Rr~Nr1[n] w	10	4	((3, 1), (4, 0), None)	-2773	6	1
2b2k/5p/6/KB4/6/1Rr~Nr1[n] w	10	5	((5, 3), (3, 2), None)	-2773	6	1
2b2k/5p/6/KB4/6/1Rr~Nr1[n] w	10	6	((3, 1), (4, 2), None)	-2831	6	1
2b2k/5p/6/KB4/6/2RNr1[Pn] b	11	1	((0, 2), (3, 5), None)	26	10	1
2b2k/5p/6/KB4/N2p2/1R2r1[N] b	9	1	((5, 4), (5, 1), None)	-1564	10	1
2b2k/5p/6/KB4/N2p2/1RN1r1[] b	9	1	((5, 4), (3, 4), None)	-443	10	1
2b2k/5p/6/KB4/P2r2/1NN3[r] b	11	1	((4, 3), (0, 3), None)	-1097	10	1
2b2k/5p/6/KB4/P2r2/2N3[Nr] w	10	1	('drop', 'wN'  , (5, 1))	-976	6	1
2b2k/5p/6/KB4/P2r2/2N3[Nr] w	10	2	('drop', 'wN'  , (4, 4))	-1065	6	1
2b2k/5p/6/KB4/P2r2/2N3[Nr] w	10	3	('drop', 'wN'  , (3, 3))	-1092	6	1
2b2k/5p/6/KB4/P2r2/2N3[Nr] w	10	4	('drop', 'wN'  , (3, 2))	-1101	6	1
2b2k/5p/6/KB4/P2r2/2N3[Nr] w	10	5	('drop', 'wN'  , (2, 2))	-1125	6	1
2b2k/5p/6/KB4/P2r2/2N3[Nr] w	10	6	((3, 0), (2, 1), None)	-1129	6	1
2b2k/5p/6/KB4/P2rN1/2N3[r] b	11	1	((0, 2), (3, 5), None)	-1150	10	1
2b2k/5p/6/KBN3/3p2/1RN1r1[] b	9	1	((4, 3), (5, 2), 'r')	-1744	10	1
2b2k/5p/6/KBN3/6/1Rr~1r1[n] b	11	1	((5, 2), (5, 1), None)	-3567	10	1
2b2k/5p/6/KBN3/P2r2/2N3[r] b	11	1	('drop', 'bR'  , (3, 4))	-1198	10	1
2b2k/5p/6/KBn3/P5/1RN1r1[] w	10	1	((5, 1), (5, 0), None)	-634	6	1
2b2k/5p/6/KBn3/P5/1RN1r1[] w	10	2	((3, 0), (4, 1), None)	-1142	6	1
2b2k/5p/6/KBn3/P5/1RN1r1[] w	10	3	((5, 1), (4, 1), None)	-1344	6	1
2b2k/5p/6/KBn3/P5/1RN1r1[] w	10	4	((3, 1), (0, 4), None)	-1486	6	1
2b2k/5p/6/KBn3/P5/1RN1r1[] w	10	5	((3, 1), (4, 2), None)	-1754	6	1
2b2k/5p/6/KBn3/P5/1RN1r1[] w	10	6	((3, 1), (5, 3), None)	-1765	6	1
2b2k/5p/6/KBn3/P5/R1N1r1[] b	11	1	((3, 2), (4, 4), None)	-507	10	1
2b2k/5p/6/KBn3/PR4/2N1r1[] b	11	1	((5, 4), (5, 2), None)	-1129	10	1
2b2k/5p/6/KN4/P4r/1B2r1[N] b	11	1	((5, 4), (5, 1), None)	-2793	10	1
2b2k/5p/6/KN4/P5/1BN1r1[r] b	11	1	((0, 2), (1, 1), None)	-1136	10	1
2b2k/5p/6/KP4/3r2/1BN3[Nr] b	11	1	('drop', 'bR'  , (5, 0))	-2297	10	1
2b2k/5p/6/KR4/3pB1/2N1r1[N] b	9	1	((4, 3), (5, 2), 'b')	-1954	10	1
2b2k/5p/6/KR4/N2pr1/6[Nb] b	11	1	((4, 3), (5, 3), 'r')	-1639	10	1
2b2k/5p/6/N1r3/P1B1N1/1K4[r] b	11	1	((3, 2), (3, 0), None)	-2320	10	1
2b2k/5p/6/N1r3/P1B3/1KN3[r] w	10	1	((5, 2), (3, 1), None)	-920	6	1
2b2k/5p/6/N1r3/P1B3/1KN3[r] w	10	2	((5, 1), (4, 1), None)	-927	6	1
2b2k/5p/6/N1r3/P1B3/1KN3[r] w	10	3	((4, 2), (3, 1), None)	-1084	6	1
2b2k/5p/6/N1r3/P1B3/1KN3[r] w	10	4	((4, 2), (1, 5), None)	-1171	6	1
2b2k/5p/6/N1r3/P1B3/1KN3[r] w	10	5	((4, 2), (3, 3), None)	-1743	6	1
2b2k/5p/6/N1r3/P1B3/1KN3[r] w	10	6	((5, 2), (4, 4), None)	-1936	6	1
2b2k/5p/6/N1r3/PKB3/2N3[r] b	11	1	((3, 2), (3, 5), None)	-1101	10	1
2b2k/5p/6/N1rB2/P5/1KN3[r] b	11	1	((3, 2), (3, 0), None)	-2228	10	1
2b2k/5p/6/N2R2/P3r1/K5[nb] b	9	1	('drop', 'bB'  , (1, 4))	-1000000	8	1
2b2k/5p/6/N5/P3r1/K1N3[br] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	2	1
2b2k/5p/6/N5/PN2r1/KB3r[] b	11	1	((0, 2), (2, 4), None)	-1932	10	1
2b2k/5p/6/NB4/1K4/1Rr~1r1[n] b	11	1	('drop', 'bN'  , (3, 3))	-3092	10	1
2b2k/5p/6/NB4/P5/K1N1r1[r] b	9	1	((5, 4), (5, 2), None)	-1000000	8	1
2b2k/5p/6/NBr3/P5/1KN3[r] b	11	1	('drop', 'bR'  , (4, 3))	-1895	10	1
2b2k/5p/6/NN4/P5/1K1Br1[r] b	9	1	((5, 4), (5, 3), None)	-2457	10	1
2b2k/5p/6/NN4/P5/KB1rr1[] b	11	1	((5, 3), (5, 1), None)	-1000000	10	1
2b2k/5p/6/NN4/P5/KB2r1[r] b	9	1	((0, 2), (2, 4), None)	-1326	10	1
2b2k/5p/6/NNr3/P1B3/1K4[r] b	11	1	((0, 2), (2, 0), None)	-1089	10	1
2b2k/5p/6/NP1B2/6/K1N1r1[r] b	9	1	((5, 4), (5, 2), None)	-1965	10	1
2b2k/5p/6/NP4/6/KBN1r1[r] b	9	1	((5, 4), (5, 2), None)	-2243	10	1
2b2k/5p/6/P1K3/B4n/R1N1r1[] b	11	1	((1, 5), (2, 5), None)	-375	10	1
2b2k/5p/6/P1KB2/6/1r4[Nnr] b	11	1	('drop', 'bR'  , (3, 1))	-2644	10	1
2b2k/5p/6/P1KBr1/6/1R4[Nn] b	11	1	('drop', 'bN'  , (4, 5))	-739	10	1
2b2k/5p/6/P1KNr1/6/1R4[Nb] b	11	1	('drop', 'bB'  , (2, 4))	-734	10	1
2b2k/5p/6/P1Kn2/2B3/1R2r1[n] b	9	1	((5, 4), (5, 1), None)	-954	10	1
2b2k/5p/6/P1Kn2/2B3/1r4[nr] w	10	1	((4, 2), (5, 1), None)	-935	6	1
2b2k/5p/6/P1Kn2/2B3/1r4[nr] w	10	2	((4, 2), (3, 3), None)	-1943	6	1
2b2k/5p/6/P1Kn2/2B3/1r4[nr] w	10	3	((3, 2), (3, 3), None)	-2345	6	1
2b2k/5p/6/P1Kn2/2B3/1r4[nr] w	10	4	((3, 2), (4, 3), None)	-2606	6	1
2b2k/5p/6/P1Kn2/2B3/1r4[nr] w	10	5	((4, 2), (3, 1), None)	-3337	6	1
2b2k/5p/6/P1Kn2/2B3/1r4[nr] w	10	6	((4, 2), (2, 0), None)	-3479	6	1
2b2k/5p/6/P1Kn2/6/1B4[Rnr] b	11	1	('drop', 'bR'  , (5, 2))	-1135	10	1
2b2k/5p/6/P1Knr1/2B3/1R4[n] w	10	1	((3, 2), (2, 3), None)	-978	6	1
2b2k/5p/6/P1Knr1/2B3/1R4[n] w	10	2	((4, 2), (3, 3), None)	-987	6	1
2b2k/5p/6/P1Knr1/2B3/1R4[n] w	10	3	((5, 1), (5, 0), None)	-1377	6	1
2b2k/5p/6/P1Knr1/2B3/1R4[n] w	10	4	((5, 1), (3, 1), None)	-1427	6	1
2b2k/5p/6/P1Knr1/2B3/1R4[n] w	10	5	((3, 2), (4, 3), None)	-1577	6	1
2b2k/5p/6/P1Knr1/2B3/1R4[n] w	10	6	((4, 2), (5, 3), None)	-1581	6	1
2b2k/5p/6/P1Knr1/2B3/R5[n] b	11	1	((3, 3), (5, 4), None)	-3170	10	1
2b2k/5p/6/P1Knr1/6/1R1B2[n] b	11	1	((3, 3), (1, 4), None)	-2779	10	1
2b2k/5p/6/P1Knr1/6/1RN3[b] w	10	1	((3, 2), (2, 3), None)	-1348	6	1
2b2k/5p/6/P1Knr1/6/1RN3[b] w	10	2	((5, 2), (3, 3), None)	-1354	6	1
2b2k/5p/6/P1Knr1/6/1RN3[b] w	10	3	((3, 2), (4, 3), None)	-1401	6	1
2b2k/5p/6/P1Knr1/6/1RN3[b] w	10	4	((3, 2), (4, 2), None)	-1752	6	1
2b2k/5p/6/P1Knr1/6/1RN3[b] w	10	5	((5, 2), (4, 0), None)	-1842	6	1
2b2k/5p/6/P1Knr1/6/1RN3[b] w	10	6	((5, 2), (3, 1), None)	-1892	6	1
2b2k/5p/6/P1Knr1/N5/1R4[b] b	11	1	((3, 3), (1, 4), None)	-3054	10	1
2b2k/5p/6/P1n1r1/1KB3/1RN3[] b	11	1	((3, 2), (5, 1), None)	-1080	10	1
2b2k/5p/6/P1n1r1/BK4/1RN3[] b	11	1	((0, 2), (2, 4), None)	-1528	10	1
2b2k/5p/6/P1n1r1/BR4/K1N3[] b	11	1	((3, 2), (4, 0), None)	-622	10	1
2b2k/5p/6/P1n3/6/K1RrN1[b] b	11	1	((5, 3), (5, 2), None)	-1000000	2	1
2b2k/5p/6/P1r3/1n3N/K2B2[r] b	11	1	((4, 1), (2, 2), None)	-1000000	6	1
2b2k/5p/6/P2B2/6/KnN1r1[r] b	9	1	((5, 4), (5, 2), None)	-1000000	9	1
2b2k/5p/6/P2Br1/1N4/Kn4[r] b	9	1	((5, 1), (3, 2), None)	-1000000	5	1
2b2k/5p/6/P2Br1/5N/Kn4[r] b	9	1	((5, 1), (3, 0), None)	-3150	10	1
2b2k/5p/6/P2Br1/6/KnN3[r] b	9	1	((5, 1), (3, 0), None)	-3032	10	1
2b2k/5p/6/P2K2/2B3/1r4[Nnr] b	11	1	((0, 2), (2, 4), None)	-2784	10	1
2b2k/5p/6/P2N2/1n2r1/KB4[r] b	9	1	((4, 1), (3, 3), None)	-1000000	4	1
2b2k/5p/6/P2N2/1nB1r1/1K4[r] b	9	1	((4, 1), (3, 3), None)	-1000000	4	1
2b2k/5p/6/P2Nr1/1Kn3/2R3[b] b	9	1	((0, 2), (2, 0), None)	-2143	10	1
2b2k/5p/6/P2Nr1/1nB3/K5[r] b	7	1	((4, 1), (3, 3), None)	-1000000	9	1
2b2k/5p/6/P2Nr1/2B3/Kn4[r] b	9	1	((5, 1), (3, 0), None)	-3080	10	1
2b2k/5p/6/P2R2/3rn1/K1N3[b] b	11	1	('drop', 'bB'  , (1, 4))	-1000000	7	1
